Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average
BrainBox: World,0,1,0,10,8,65,5
Yummy Yummy Pancake,2017,2,4,20,5,86,5
Alchemy!,2014,2,8,45,13,107,5
GG,2016,2,6,0,0,66,5
4th Dimension,1977,2,2,45,12,78,5
Crosstrack,1994,2,4,20,8,95,5
Letra-Mix,1977,1,4,20,8,124,5
Whad'Ya Know?,2003,4,10,30,12,62,5
Sorry! Revenge Card Game,2009,2,4,15,6,290,5
Monopoly: Marvel Avengers,2015,2,6,90,8,64,5
Flipping Flags,2015,2,5,10,7,31,4
Balance of Power,2012,2,6,120,13,111,5
PBL Robots,2015,2,3,60,12,42,5
Don't Wake the Dragon!,1986,2,4,20,5,56,5
Politika,1996,3,7,0,12,39,5
POOP: Party Pooper Edition,2015,2,5,15,5,37,5
Turbulent Top,1996,2,8,10,6,59,5
Vector 3,1979,2,2,120,10,77,5
Perpetual Notion,1993,2,4,30,10,58,5
Sanitarium,2012,1,4,30,14,166,5
Monopoly: Simpsons Treehouse of Horror,2005,2,6,180,8,56,5
Sangoku,2016,2,5,30,10,30,4
War II,1981,3,6,120,12,207,5
The Quest of the Philosopher's Stone,1986,2,8,120,8,155,5
Race,1984,2,6,30,8,30,4
My First Rummikub,1995,2,4,30,5,62,5
SchreckLicht,2006,3,5,30,10,48,5
Ninja Wars,1998,2,4,30,10,31,4
Touché,1979,2,6,30,8,358,5
Elementals,2005,2,6,10,8,38,4
Europareise,2007,2,6,30,10,55,5
Hit the Deck,2009,2,6,30,8,38,5
Best of British,2010,2,6,0,12,39,5
Greedy Wizards,2013,2,2,20,10,38,5
Hand Made Wonders,2014,4,8,15,8,58,5
Combat Command: Tactical Armored Warfare,1972,2,2,120,12,41,5
Back Off! Buzzard,1990,2,4,20,6,41,5
Hercules: The Legendary Journeys,1998,2,4,180,8,33,4
Lotus,1998,2,4,20,10,210,5
Tears of the Dragon,2003,2,2,120,12,63,5
SPI Football,1980,1,2,30,10,30,4
Balancing Aliens,2003,2,4,20,7,76,5
Time Jockeys,2016,2,6,25,12,46,5
Utter Nonsense,2014,4,20,30,17,221,5
On Top,2008,2,4,30,8,56,5
Santa VS Jesus,2016,4,16,90,12,65,5
Trivial Pursuit: All American Edition,1993,2,6,60,12,63,5
Ballons,2003,2,5,10,3,82,5
Santa Timea,2009,2,5,30,10,67,5
Wolsung: The Boardgame,2008,2,4,30,0,218,5
Junior Alias,1994,5,8,30,4,81,5
Chicago,1986,2,4,120,16,186,5
Are You Normal?,2013,2,6,30,18,30,4
Chute-5,1973,2,4,30,0,42,5
28-Aug,2015,3,6,30,8,116,5
Twelve Caesars,1997,3,6,30,12,32,4
Cows Can't Dance (But They Like to Be Asked!),1996,2,5,45,8,41,5
Election USA,2004,3,5,90,12,72,5
Bad Grandmas,2011,2,2,10,8,43,5
Extinction,1993,2,6,60,12,42,5
Banana Bandits,2016,2,4,40,8,192,5
Skräll,2007,2,6,60,0,44,5
Sunblock,2011,2,4,5,6,64,5
Celtyckie Miecze,1993,2,6,100,0,32,4
Malta Convoy: Operation Pedestal,2001,1,1,20,0,33,4
Bounty,2000,2,8,60,8,83,5
Adventurer: Card Game,2007,1,4,10,8,39,5
Quick Wit,1987,2,12,45,12,58,5
Deck Building: The Deck Building Game,2015,2,2,20,13,394,5
Waterworks,1972,2,5,30,8,1904,5
Tempest of the Gods,1995,2,4,60,10,31,4
Carmarace,2014,2,6,90,8,55,5
Scrabble Rebus,1986,2,4,60,8,31,4
MythBusters: The Game,2010,2,6,45,8,32,4
Damn the Torpedoes!,1995,2,6,120,12,37,4
Murphy,1989,2,6,60,12,37,4
Paititi,2014,2,4,45,8,73,5
MimiQ,2011,2,4,10,4,81,5
Harry Potter Hogwarts Dueling Club Game,2004,2,4,45,8,43,5
Riddles & Riches,1996,2,4,30,12,41,4
VH1 Pop Up Video Game,1999,2,0,45,13,42,4
Joomba!,2012,2,8,15,6,66,5
Space Checkers,2006,2,4,30,8,47,5
Berzerk,1983,2,2,30,7,38,5
Quest Cards,2005,1,8,40,12,38,5
Ship,,,,,,,
Wind & Wetter,2007,2,4,45,8,76,5
Soccerama,1968,2,6,60,0,34,5
Migrato,2013,2,2,15,9,102,5
Trivial Pursuit: Star Wars - Episode I,1999,2,16,60,12,39,4
Power Barons,1986,3,4,30,10,178,5
The X-Files Collectible Card Game,1996,2,2,60,10,365,5
Monopoly: Spanish,1985,2,6,180,8,85,5
Alchemist Academy,2013,2,6,30,10,42,5
Derby Days,1989,2,4,20,6,41,4
Back to Iraq,1993,2,2,180,12,77,5
Bowling for Zombies!!!,2013,2,5,15,0,45,4
Casino Hot Dog,2008,2,4,20,7,47,5
Peasant Buffet,2015,2,7,15,0,75,5
The Witcher,2007,2,2,20,0,34,5
Scandinavia and the World: A Heap of Trouble,2017,3,5,40,14,49,4
5 Alive,1990,2,7,30,7,304,5
Fredericus,2005,2,4,30,8,168,5
Pergamemnon,2011,2,5,45,10,197,5
Virus & Co,2002,3,6,45,11,92,5
Pivot,1998,2,8,30,10,80,5
CatTube Famous,2015,2,6,30,10,32,4
Kismet,1963,2,2,30,7,232,5
Splash Attack,2005,2,4,15,5,103,5
Rhino Hero: Active Kids,2017,2,4,15,5,36,5
The Bionic Woman,1976,2,4,45,7,40,4
Monopoly: The Legend of Zelda,2014,0,0,180,0,316,5
Свинтус,2006,2,8,30,6,186,5
Si,,,,,,,
Surviving: One month in,2015,2,4,90,11,52,5
Tis The Season: Christmas Trivia,1988,1,5,20,8,33,4
NECTAR,2016,2,4,30,10,31,4
Geni!,0,1,0,0,10,30,4
Monopoly: Crazy Cash,2009,2,4,0,5,42,5
The Red Dragon's Lair,2014,1,7,120,9,44,6
My Word,1980,1,6,30,10,46,5
The Real Ghostbusters Game,1986,2,4,30,6,97,5
Eagles of the Empire: Napoleon in the Desert,2002,2,2,120,12,59,5
Apache: A Game of the Old West,1981,2,6,120,12,39,5
Candy Land Castle,2007,2,4,0,3,33,4
Cul-De-Sac Conquest,2016,2,8,60,14,52,5
Hot Spot,1979,2,2,60,10,76,5
Nmbrs!,2009,2,8,20,7,54,5
Monopoly: My Marvel Heroes,0,2,8,120,8,30,4
Zombies!!! The Card Game,2012,2,6,60,13,119,5
Frik,1986,2,6,90,12,42,5
Yum,1959,2,5,30,7,119,5
Corda,1982,1,6,10,8,37,4
Doomtrooper,1994,2,7,60,10,476,5
Beim Zeus!,1997,3,6,90,12,74,5
Pipeline,1988,2,4,30,8,86,5
Imaginiff,1998,3,8,30,12,1448,5
Arena of Death,1980,2,20,90,10,81,5
London 1888,2005,4,8,90,0,113,5
Serendipity,2008,2,6,45,0,35,5
Ergo,2009,2,4,45,12,201,5
Funny Bunny,1999,2,4,30,4,731,5
Valiant Universe: The Deckbuilding Game,2016,2,5,120,13,48,5
Da geht was ab im Morgenland,1999,2,5,10,10,38,4
Finity,2019,2,4,120,10,30,5
Masters of the Universe 3-D Action Game,1983,2,6,20,5,30,4
UNO: Disney Princess,2004,2,10,30,7,30,4
The Disneyland Game,1990,2,4,30,5,30,4
Napoleonic Battles: Austerlitz 1805,2007,2,2,120,12,49,4
Twisted Fish,2006,3,6,30,8,47,5
Barbeque Party,2011,2,4,15,4,43,5
Uno Tippo,2009,2,10,15,7,39,4
Engineering Ants,2015,2,4,15,5,37,4
Lightning Reaction,0,2,4,10,12,109,5
Mother Sheep,2006,2,6,30,8,161,5
Banana Republic,1993,2,5,30,10,159,5
We Are Dead: Zombie Mall Massacre,2014,2,5,60,13,81,5
Airlines: United States Set 2,1998,2,4,45,10,89,5
The Great Snowball Battle,2014,2,6,15,8,86,5
Knock Out,1978,2,2,20,7,44,5
Sum Swamp,2002,2,4,20,5,89,5
Triazzle,1998,2,3,10,8,39,4
Deadland,2017,2,6,60,12,46,5
Battle Platform Antilles,2000,1,1,20,10,39,5
Word Pirates!,2008,2,4,30,6,50,5
La Criatura,2016,2,15,60,13,31,4
Haps,2000,2,2,45,10,30,4
Chaos Marauders (Second Edition),2009,2,4,30,13,821,5
Trivial Pursuit: 10th Anniversary,1992,2,6,60,12,51,5
This Vs That,2003,4,16,45,12,46,4
Take Off!,1987,2,6,60,6,150,5
Husker Du?,1970,1,4,15,4,97,5
Marvel Trivia Game,2003,2,6,60,8,30,4
Oh What a Mountain!,1980,2,4,30,8,41,4
Dweebs Geeks & Weirdos,1988,2,8,30,8,32,4
What's in Ned's Head?,2003,2,4,15,4,57,5
Banditos,2012,2,6,90,12,77,5
Fight City,1999,2,2,30,10,183,5
The Best of TV and Movies,2012,2,6,60,12,107,5
Shelby's Snack Shack Game,0,2,4,0,4,31,4
Oppai Go,2016,2,4,30,16,63,5
Bubble Talk,2010,3,8,25,8,231,5
Bandits on Mars,2016,2,8,15,14,107,5
Orangino,2002,2,6,0,0,44,4
Politisk ukorrekt,2015,3,12,60,18,71,5
Humpty Dumpty's Wall Game,2009,2,10,5,4,78,5
Qubic,1947,2,6,15,10,203,5
Dragonriders of Pern,1983,1,7,120,12,146,5
Jaunty Jalopies,2002,2,4,40,10,37,4
Monopoly Free Parking Mini Game,2009,2,4,15,8,53,5
Golf,0,2,6,45,7,256,5
Miskatonic School for Girls,2012,2,4,60,12,790,5
ZomBee,2015,2,5,20,7,33,4
J.U.M.P. Into the Unknown,1999,1,4,120,10,101,5
Arkham Ritual,2017,3,7,30,8,176,5
Die Weinhändler,2000,3,6,60,10,59,5
Alien Invasion,2014,2,4,20,6,51,5
Lemony Snicket's A Series of Unfortunate Events: The Catastrophic Card Game,2004,2,4,30,8,34,4
Professor Tempus,2013,2,5,20,8,54,5
Hamunaptra: Aventures dans la Grande Pyramide,2010,2,8,60,8,118,5
Titus,2000,2,4,30,10,84,5
Blood of the Werewolf,2013,4,9,10,10,72,5
Campbell's Alphabet Dice Game,2011,2,6,0,8,60,5
Cup of Bluff,2016,2,5,20,13,35,4
Hexxagon,1992,2,2,20,10,129,5
Guess Where?,2004,2,2,15,6,82,5
Tetris Tower 3D,2003,1,2,5,8,58,5
Monkey Madness,2001,2,4,10,3,149,5
Tau Ceti: Planetary Crisis,2017,1,5,120,14,118,5
Doubletrack,1981,3,4,45,8,41,5
Who Wants to Be a Millionaire Junior,2000,2,5,45,8,34,4
Chameleon,2005,2,4,20,5,34,4
UNO: Harry Potter,2000,2,10,30,7,295,5
Pirate and Traveler,1908,2,4,60,7,75,5
Ninja Rush,2018,2,4,0,7,33,4
Bunker Poker,1999,2,4,20,9,40,4
Zombie-opoly,0,2,6,60,8,36,4
Brin de Jasette,2006,3,8,30,16,31,4
Tellstones: King's Gambit,2020,2,4,20,14,285,5
The Princess and the Pea,2004,1,4,10,3,172,5
Antarctica,2006,2,4,120,8,31,4
Cro-Magnon,2007,3,12,50,8,151,5
StrataGem,2004,2,4,20,10,114,5
Hans Dampf,1989,4,8,30,10,41,4
Mad QUAO,2013,3,8,10,12,55,5
Gierki Małżeńskie,2015,2,8,60,18,204,5
Schafe Schnappen,2007,2,4,15,6,31,4
Gangster II: Le Pro,2004,2,6,90,12,134,5
Camper Tour,2007,2,4,30,14,51,5
Scene It? Disney,2004,2,12,30,6,447,5
The Twilight War,1984,2,4,90,12,42,5
Falling,1998,4,8,5,8,1382,5
Civility,2014,2,4,90,12,72,6
War Cards,2010,3,4,45,10,86,5
Wangaratta,1956,2,6,60,8,36,4
Dschingis Khan: Bewegung an der Großen Mauer,2006,2,4,40,0,85,5
Gold Ahoy!,2014,2,2,15,8,323,5
Monopoly: The Wizard of Oz - Collector's Edition,1998,2,6,90,8,39,4
Phase 10 Master,2008,2,6,60,10,509,5
Farm Families,1996,2,4,10,3,31,4
Startup Fever,2012,2,6,120,14,86,5
Catan: Chocolate Edition,2015,2,4,0,8,41,5
7 Safari,2000,2,6,20,8,102,5
Seas of Iron,2013,2,4,30,10,38,5
Dark Victory: The Battle of the Alamo,1997,2,3,180,13,34,5
Agent Doppelnull,2011,2,2,45,7,31,4
Piratenpoker,1998,3,5,20,7,30,4
Long Cours,1959,3,6,60,10,64,5
Kivi,2016,2,4,30,8,73,5
The All Canadian Trivia Board Game,1997,2,4,60,12,30,4
F*ck This!,2003,2,6,30,18,36,4
Nibelungen,1992,2,5,60,10,36,5
The Shining: Escape from the Overlook Hotel,2020,1,99,120,17,30,5
Scavenger Hunt,1983,2,4,60,8,61,5
G.I. Joe Adventure Board Game,1982,2,4,30,6,35,4
Cash Flow,1987,2,6,60,10,33,4
The Top 10 Game,2003,2,12,60,13,35,4
Alpen Roulette,1965,1,10,5,5,62,5
iGranie z Gruzem,0,3,5,90,16,129,5
eBay: The Card Game,2001,3,6,45,10,59,5
60 Seconds to Save the World,2017,2,6,45,14,72,5
Pop Belly,1999,2,4,25,4,82,5
Sweet Valley High,1988,2,4,30,8,50,5
Fishing for Terrorists Version 2.0,2008,2,6,30,6,98,5
Black Stories Junior: Green Stories,2009,2,15,222,8,50,4
Amos Daragon,2008,3,4,30,9,35,4
My Dwarves Fly,2004,2,4,30,10,389,5
Stacrobats,1970,1,4,10,5,185,5
Moonstar,1981,2,12,30,12,85,5
Jumping Jack,2013,2,4,10,3,49,4
Walk the Plank,2007,3,9,5,8,71,5
Monopoly: Dutch Edition,1961,2,6,180,8,41,4
Sword & Skull,2005,2,5,60,10,741,5
Megastar,2006,2,5,30,8,493,5
Toss Your Cookies,2007,3,8,15,8,161,5
Acrobats,1989,2,4,20,6,39,4
NinjaGO,2011,2,2,15,8,44,4
Bram Stoker's Dracula: The Board Game,1992,1,6,180,12,55,4
Dragon,2006,2,4,10,11,43,4
Descent: Legends of the Dark,2021,1,4,180,14,66,5
How to Human,2014,3,8,0,8,55,5
Stranger Things: Eggo Card Game,2017,2,6,30,14,83,5
Sneeze,2005,2,6,20,6,46,4
Armor Supremacy,1976,2,6,10,10,33,4
Landyland,1998,3,6,30,10,33,4
Coco Crazy,1992,2,8,20,7,264,5
Escape The Night: The Board Game,2020,1,11,120,0,44,7
Destination London,2004,2,6,60,10,35,4
Estanciero,1942,3,6,60,8,64,5
Mister Bill,2004,3,8,20,7,86,5
Nizza,1993,2,6,60,8,32,4
4th Corner,2007,2,8,20,8,32,4
Mondo: Der rasante Legespaß,2015,2,4,20,8,64,5
Abracadabra,2004,2,6,30,8,110,5
Uskoci: A Card Game of Croatian Pirates,2010,2,6,30,6,93,5
Eye 'N Seek,2017,2,6,0,6,31,4
Dying Lights,2003,2,6,45,10,57,5
Avalon Hill Game Company's Game of Trivia,1981,2,6,120,12,43,5
Shoot Out,1995,2,2,20,10,128,5
Media Mogul,2004,3,5,90,8,32,4
Monopoly: Looney Tunes,2000,2,8,180,8,69,5
Trivial Pursuit: Volume 6,2003,2,6,90,12,251,5
Spontuneous,2010,4,10,30,13,70,5
Redakai,2011,2,2,20,6,110,5
Wands,2014,2,5,10,7,37,5
Pictionary: Bible,1987,3,16,90,10,35,4
Battlecards: World Conflict - Western European Campaign - Starter Set,2001,2,8,60,8,162,5
Big Badaboom,2012,3,5,45,12,74,5
Aura Poku,1993,3,6,60,8,43,4
Wildside,2003,2,4,10,8,34,4
Mermaid Island,2011,2,6,15,5,67,5
Exile Sun,2012,2,6,180,14,150,5
Objective: Tunis,1991,2,2,120,0,67,5
Skullduggery,2006,2,4,30,8,58,5
Coffee!,2002,1,4,20,0,30,4
Ghostly Galleon,1991,2,4,45,7,88,5
Awans: Zostań Marszałkiem Polski,2009,2,3,10,8,43,4
Doctor Who: The Game of Time & Space,1980,2,6,90,8,231,5
Tri-Trac,1980,2,2,10,7,39,4
Bionic Crisis,1975,2,4,45,8,50,5
Shark Island,2017,2,5,60,0,134,5
Tummy Ache,1973,2,4,15,3,48,5
Spanish Civil War Battles: Vol. 2 - Guadalajara & Penarroya,2003,2,2,0,12,54,4
A Dog's Life,2017,2,6,60,6,187,5
Picture Pursuit,1994,4,99,45,13,43,4
Oxford Dilemma,1998,2,6,90,12,48,4
Unita,2014,2,4,60,13,124,5
Hunter's Guild: The Vampire Forest,2014,2,4,30,8,75,5
Starleader: Assault! - A Futuristic Man-To-Man Combat Game,1982,2,2,60,10,39,5
Differix,1974,1,6,20,5,40,4
Hocus Focus,1998,2,8,10,6,63,5
Billy Biber,2009,1,4,10,4,134,5
Monopoly: The Simpsons Electronic Banking Edition,2009,2,6,60,8,34,4
Totem,2016,2,4,30,7,56,5
Interstellar Wars,1982,2,2,180,12,31,4
Pride and Prejudice: The Game,2002,2,4,0,12,30,4
Isegrim,2011,2,5,15,8,34,4
Grand Prix,1998,2,4,20,6,31,4
Zug nach Westen,1987,2,4,45,8,80,5
Terra Evolution,2011,2,4,45,10,252,5
The Dinosaur Game: Survival or Extinction,1995,2,16,30,10,58,5
Restaurant,1987,3,6,60,8,58,5
Fantasy Dice Battles,0,2,2,30,8,49,4
Wildlife DVD Boardgame,2006,2,8,60,8,47,4
Monopoly: Elvis Presley 25th Anniversary,2003,2,6,120,8,32,4
Caravans of Ahldarahd,2005,2,5,60,10,46,5
Schnipp Schnapp,1900,2,6,20,7,35,4
Questo Gioco del Ca... lcio,2003,2,8,45,8,47,4
Archimedes,1981,2,4,30,8,42,4
TriBond Card Game,2000,2,10,20,10,41,5
High School Drama!,2006,2,5,60,12,173,5
Deus Vult!,2005,2,2,30,10,84,5
Ninjago: The Board Game,2011,2,4,25,8,154,5
Guru,2006,2,5,60,8,57,5
Pacific War Classics Vol 1: Tarawa & Saipan,1992,2,2,180,12,34,4
Bad Babiez,2005,2,8,60,12,78,5
Killer Bunnies and the Ultimate Odyssey,2010,2,6,30,13,102,5
LEGO Constructionary Game,1999,3,6,30,8,31,4
Monopoly: Doctor Who,2011,2,8,90,8,51,5
Forgotten Axis: Murmansk 1941,1999,2,2,0,12,36,4
Diên Biên Phu,1980,2,2,120,12,30,4
Electronic Pictionary Man,2008,2,10,45,14,306,5
Card Rogue,2016,1,4,90,10,97,5
Battle for Basra,1991,2,2,30,10,62,5
Monopoly: Justice League of America,1999,2,9,120,8,66,4
Laser Cat Attack!,2014,2,4,0,0,42,4
Tue Fourre Marie... et pire encore!,2015,3,10,30,16,38,4
The Grand Alchemist,2000,3,6,90,10,42,4
Sushi Roll!,2009,3,8,10,6,134,5
Pechvogel,2018,2,5,20,8,135,5
Bubble Bomb,2015,2,4,15,8,37,4
Start Your Own Riot!,2002,2,6,30,0,35,4
Höhlengrölen,2002,2,4,30,10,33,4
Ali Baba,1993,2,6,90,10,61,5
World Championship Dodge Ball,2005,2,4,15,9,32,4
The Smurf Game,1981,2,4,20,6,31,4
Million Dollars But... The Game,2016,2,6,30,17,255,5
The Addams Family Family Reunion Game,1991,2,6,10,8,35,5
Disney Pictionary DVD Game,2007,2,20,35,7,38,4
Proton,1998,1,2,10,8,55,4
Appletters,2009,2,6,10,5,184,5
Loaded Questions: Adult Version,2007,3,6,45,18,161,5
Undercover in Europa,2009,3,6,30,10,51,4
Bewitched,1988,2,4,45,8,41,4
Shanghai,1997,3,6,30,12,140,5
Ruddy Vikings,2015,2,8,40,6,50,4
Ein Nilpferd kommt selten allein,1993,3,8,60,12,44,4
CIA: Collect It All,2018,2,5,30,14,64,5
Larry,2007,2,8,20,8,32,4
Weed!,2002,2,4,20,18,113,5
Monopoly: Transformers,2007,2,6,90,8,84,5
Die Drachenbändiger von Zavandor,2006,2,6,30,6,62,5
90°,2008,2,2,30,0,51,7
Bunny Hop,2005,2,5,15,3,33,4
Crazy Crocodiles,1988,2,4,20,4,38,4
Krusade,2005,2,4,45,6,35,4
First to Reverse,1988,2,4,20,5,41,4
Zakgeldspel,1996,2,4,30,6,30,4
Goldrush-City,2001,3,5,30,10,38,4
Rainbows,1995,3,5,30,8,74,5
BoardGameGeek: The Card Game,2015,2,6,20,8,163,5
Astérix et les Romains,1990,2,6,60,8,76,5
Star Wars: Yoda the Jedi Master,1981,2,4,20,8,30,4
The X-Files Trivia Game,1997,2,6,45,14,33,5
X-Men: Crisis in the Danger Room,1994,2,4,30,0,30,4
Jailbreakers: Plan Your Escape,2015,1,5,45,10,72,5
Owzthat,0,1,2,10,5,51,5
Bible Challenge,1984,2,16,90,10,48,4
3D Tic Tac Toe,0,2,2,10,0,38,4
Heuchel und Meuchel,1990,3,6,30,12,79,5
Ninjutsu: Battle of the Ninjas,2011,2,2,45,8,32,4
Marvel Trivia Game,2001,2,6,60,8,49,4
Atmosfear: The DVD Board Game,2003,3,6,60,12,879,5
Destruct 3,2005,2,4,60,8,87,5
6 Billion,1999,2,5,120,12,138,5
Exploding Kittens: Newbie Edition,2017,2,2,15,7,49,5
Battleship,2014,2,2,15,7,84,5
Kakerlakak,2015,2,4,15,5,145,5
Karate Fight,2014,2,4,15,14,64,5
Hexus,2008,2,4,20,0,31,4
Dead End,2007,2,5,30,15,168,5
The Game of CHIPS,1999,2,4,15,7,44,4
S-Evolution,2013,2,4,45,10,159,5
Temple Run: Speed Sprint Card Game,2012,2,4,10,8,78,5
Recess!,2006,3,5,30,8,98,5
Six Cubes,1989,2,6,30,10,70,5
Pizza XXL,2014,2,5,20,6,47,5
Monopoly City,2009,2,6,75,8,976,5
The Dangerous Book for Boys Game,2008,2,4,30,8,38,4
The Last Banquet,2012,6,25,45,10,318,5
Geeks: The Convention,2001,2,5,20,0,44,4
Master of Orion: Conquest,2017,2,2,45,13,44,4
Balance,1990,2,4,10,5,63,4
Black Stories Mystery Edition,2007,2,15,20,12,311,5
Fowl Play,2002,2,6,10,6,44,4
Run for Your Life,,,,,,,
Bunte Vögel,2004,3,4,20,7,40,4
Flock,2016,2,5,30,14,196,5
Beware of the Dog,2006,1,4,15,4,58,5
Habana Taxi,2004,3,7,20,10,31,4
Dumb Ass,2010,2,4,0,14,68,5
Angry Birds: Star Wars - Jenga Death Star Game,2012,1,2,0,8,75,4
Dagon contra el Hechicero de los Reinos Negros,1985,2,4,60,0,42,4
Virus the Card Game,2014,2,4,15,12,35,4
The Dick Tracy Game,1990,2,6,60,8,31,4
Herd Your Horses,1993,1,4,30,8,101,5
Habitat,2008,2,6,30,8,250,5
Angry Dice,2014,2,0,5,8,109,5
Ninety-Nine,0,2,13,20,0,30,4
Clever Endeavor,1989,2,8,45,12,213,5
Gangster,1994,2,6,90,9,46,4
3012,2012,2,4,60,15,300,5
Piston Cup,2008,2,4,15,5,53,4
Survivor: The Game,2005,5,16,30,8,34,4
King's Vineyard,2010,2,4,45,8,175,5
Snail Race,2000,2,6,60,10,71,5
Dragon Master,1987,2,2,0,7,66,5
Kismet,1997,3,8,15,8,73,5
Stop,2001,2,10,30,6,30,4
WWF Wrestling Challenge,1991,2,4,30,6,37,4
Best of TriBond,2001,2,15,60,12,160,5
500 Malicious Cards,2014,3,20,120,18,39,4
Galapagos,2010,2,5,60,12,130,5
Beer & Vikings,2012,3,8,45,13,78,5
Adversity,2003,3,6,30,12,44,4
Monopoly: Scooby-Doo! Fright Fest,2000,2,6,120,8,52,5
Noches de Sangre,2015,1,6,60,16,210,5
Ducklings: A Game About Parenting!,2017,2,4,50,12,34,4
Super WHY ABC Letter Game,2009,2,4,45,3,33,4
Hedbanz for Kids,0,2,6,30,7,317,5
Teraforming,2006,2,4,30,8,35,4
Top Hats,1997,2,3,30,8,33,4
Get Nifty,2005,2,6,40,10,31,4
Book of Mormon Battles,2004,2,6,60,6,32,4
Jump!,1998,2,5,45,10,83,5
Zobmondo!! Would You Rather...? twisted,,,,,,,
Hail to the Chief,1987,2,4,90,10,30,4
Roope-Setä Liikemiespeli,2010,2,6,30,8,30,4
Totem Land,2007,2,4,15,8,47,4
Yahtzee Turbo,2006,2,4,0,8,50,4
GoLong Football Dice Game,2008,1,2,60,8,94,5
Harry Potter and the Chamber of Secrets Trivia Game,2002,2,2,20,8,60,5
Blockhead!,1952,1,6,10,4,282,5
Rum Rebellion,1983,2,6,60,10,30,4
Firefly: Shiny Dice,2015,1,5,30,12,572,5
Daring Eagle,2003,2,4,30,12,31,4
The Dukes of Hazzard Card Game,1981,2,8,15,6,35,4
Dingo,1985,3,7,10,6,51,4
Gearworld: The Borderlands,2013,2,4,120,14,359,5
Rooster Rush,2016,3,6,15,7,58,5
Scrabble Apple,2009,2,4,0,8,77,5
Rock Trivia,1987,2,6,60,14,47,4
Market Day,1984,2,4,30,5,49,5
Battleship Command: Pirates of the Caribbean,2006,2,2,30,8,101,5
Crisis: Tokyo,2013,2,5,60,14,92,5
Monopoly: Moscow,1996,2,6,120,8,52,4
Bataclan,1997,2,6,20,6,43,4
Over Under Game,2011,2,99,0,12,30,4
Atlantida,2011,2,5,120,12,35,4
Bravest Warriors Co-operative Dice Game,2014,1,6,30,15,152,5
Hypnose,2017,2,4,90,10,34,4
Those Pesky Garden Gnomes,2012,3,5,30,13,67,5
The Voting Game,2014,5,10,30,17,312,5
RuneCast,2015,2,6,90,7,43,5
Dilbert: Escape from Cubeville,2009,2,4,20,13,50,4
Ice Cold Ice Hockey,2014,2,2,60,12,54,4
Mad About Movies!,1997,2,4,45,12,35,4
Jolly Octopus,2010,2,5,10,4,44,4
UNO Spin,2005,2,10,30,7,345,5
Inner Circle,1981,2,4,20,8,342,5
Save the President,1980,2,6,90,12,45,5
Meschugge,1988,2,4,20,8,34,4
Don't Be A Dork: The Ultimate Party Adventure Game!,2003,4,8,1,5,41,4
Die Augen der Kali,1989,2,6,30,14,31,4
Climate-Poker,2009,2,4,30,12,42,4
Trivial Pursuit Steal Card Game,2009,2,6,20,16,250,5
Bard Saga,2017,2,5,45,10,33,4
Personally Incorrect,2013,5,10,30,18,148,5
Spuzzle,2010,1,4,15,4,47,4
Rollin' Bones: Pirates of the Caribbean (On Stranger Tides) Dice Game,2011,2,4,10,7,50,4
Bonje in de stal,2014,2,4,20,6,73,5
Humm...ble,1991,4,0,45,12,36,4
Porca Miseria,1999,3,8,30,8,47,4
Trivial Pursuit: Genus IV,1996,2,6,90,15,997,5
The Inventors,1974,3,4,60,9,329,5
Remagen: Bridgehead on the Rhine,,,,,,,
Machu Picchu,1998,2,4,40,12,49,4
Dracarys Dice Don't Get Burned!,2018,2,5,15,10,86,5
ToeShamBo,2019,2,2,10,0,103,5
Section X,2006,2,4,60,10,83,5
Mind Twist,2007,2,2,30,8,33,4
Ulcers,1969,2,4,90,10,170,5
Fight Klub,2008,2,2,15,0,42,4
Rubik's Revolution,2006,1,6,15,0,41,4
Pirates vs. Ninjas,2012,2,2,15,8,56,5
Where in the USA is Carmen Sandiego?,1993,2,6,60,8,112,5
Don't Let the Pigeon Drive the Bus Game!,2010,2,4,20,3,44,4
Drachenfels,1986,2,4,90,8,41,4
Schlafmütze,2015,2,8,25,6,33,4
Sicilianos,2004,3,6,45,11,96,5
Fighting Fantasy Battle Cards,1993,2,2,10,10,46,4
Hatch:  the Dragonology Card Game,2006,2,4,0,8,48,4
Shark Bite,2017,2,4,15,4,38,4
City Blocks,2013,2,2,15,7,106,5
Into the Forest,1974,1,6,45,7,41,4
Card Caper,1997,2,4,30,8,41,4
Défis Nature,2009,2,6,20,7,43,4
Inkognito: The Card Game,1997,3,5,30,10,535,5
DEER LORD!,2015,4,12,90,12,169,5
Wobble,2010,1,4,30,6,101,5
Monsters & Maidens,2014,2,6,30,8,166,5
Ultra Ducks,1998,2,6,90,10,38,4
The 7th Dwarf,2014,1,7,30,7,102,5
Monopoly: Vintage Game Collection,2005,2,6,180,8,122,5
The Legend of Zelda,1988,1,4,45,6,58,4
Huída del Imperio Cobra II,1983,2,4,45,7,33,4
Geld & Börse,1987,2,6,120,12,59,5
Monopoly: NFL Official,1998,2,8,60,8,69,5
Camelot,2005,3,6,20,10,132,5
Monopoly: Pirates of the Caribbean,2006,2,6,60,8,41,4
SuDoku: The Card Game,2006,2,5,20,8,128,5
Amazed: the Game,2018,2,99,60,14,72,4
Fossil,1998,2,6,40,10,662,5
